id,author,pipeline_tag,library_clean,K-Means,DBSCAN,Agglomerative
optimum-intel-internal-testing/tiny-random-LlamaForCausalLM,optimum-intel-internal-testing,unknown,missing,3,0,0
AdamCodd/vit-base-nsfw-detector,AdamCodd,image-classification,transformers.js,4,0,0
papluca/xlm-roberta-base-language-detection,papluca,text-classification,transformers,3,0,0
Helsinki-NLP/opus-mt-en-de,Helsinki-NLP,translation,transformers,3,0,0
optimum-intel-internal-testing/tiny-random-gpt2,optimum-intel-internal-testing,unknown,missing,3,0,0
unsloth/Qwen3.6-35B-A3B-MTP-GGUF,unsloth,image-text-to-text,transformers,1,0,1
unsloth/Qwen-AgentWorld-35B-A3B-GGUF,unsloth,text-generation,transformers,1,0,1
LilaRest/gemma-4-31B-it-NVFP4-turbo,LilaRest,text-generation,transformers,1,0,1
thenlper/gte-small,thenlper,sentence-similarity,sentence-transformers,3,0,0
Lightricks/LTX-Video,Lightricks,image-to-video,diffusers,4,0,0
boltzgen/boltzgen-1,boltzgen,unknown,boltzgen,4,0,0
bigscience/bloom-560m,bigscience,text-generation,transformers,0,-1,0
lmstudio-community/Qwen3.5-9B-MLX-4bit,lmstudio-community,image-text-to-text,transformers,1,0,1
huawei-noah/TinyBERT_General_4L_312D,huawei-noah,unknown,transformers,3,0,0
moonshotai/Kimi-K2.7-Code,moonshotai,image-text-to-text,transformers,1,0,1
deepreinforce-ai/Ornith-1.0-397B-FP8,deepreinforce-ai,text-generation,transformers,1,0,1
mesolitica/wav2vec2-xls-r-300m-mixed,mesolitica,automatic-speech-recognition,transformers,3,0,0
Helsinki-NLP/opus-mt-en-ru,Helsinki-NLP,translation,transformers,3,0,0
peft-internal-testing/tiny-random-OPTForCausalLM,peft-internal-testing,text-generation,transformers,3,0,0
google-bert/bert-large-uncased,google-bert,fill-mask,transformers,3,0,0
unsloth/gemma-4-12b-it-GGUF,unsloth,image-text-to-text,missing,1,0,1
XiaomiMiMo/MiMo-7B-RL,XiaomiMiMo,text-generation,transformers,3,0,0
ggml-org/models-moved,ggml-org,unknown,missing,3,0,0
facebook/wav2vec2-large-960h-lv60-self,facebook,automatic-speech-recognition,transformers,3,0,0
mradermacher/Qwen3-VL-8B-Instruct-abliterated-GGUF,mradermacher,unknown,transformers,3,0,0
Qwen/Qwen2-7B-Instruct,Qwen,text-generation,transformers,2,0,0
Qwen/Qwen3.5-35B-A3B-GPTQ-Int4,Qwen,image-text-to-text,transformers,2,0,0
oliverguhr/fullstop-punctuation-multilang-large,oliverguhr,token-classification,transformers,3,0,0
Salesforce/blip-image-captioning-large,Salesforce,image-to-text,transformers,3,0,0
yuhuili/EAGLE-LLaMA3.1-Instruct-8B,yuhuili,unknown,missing,3,0,0
RedHatAI/gemma-4-12B-it-NVFP4,RedHatAI,unknown,missing,1,0,1
albert/albert-base-v2,albert,fill-mask,transformers,3,0,0
microsoft/layoutlmv2-base-uncased,microsoft,unknown,transformers,3,0,0
google/gemma-2-2b-it,google,text-generation,transformers,2,0,0
Xenova/whisper-tiny.en,Xenova,automatic-speech-recognition,transformers.js,4,0,0
lmstudio-community/Qwen3.5-9B-MLX-8bit,lmstudio-community,image-text-to-text,transformers,1,0,1
ElKulako/cryptobert,ElKulako,text-classification,transformers,3,0,0
cyankiwi/gemma-4-31B-it-AWQ-4bit,cyankiwi,image-text-to-text,transformers,1,0,1
deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai,text-generation,transformers,2,0,0
jinaai/jina-clip-v2,jinaai,feature-extraction,transformers,0,1,0
Lorbus/Qwen3.6-27B-int4-AutoRound,Lorbus,image-text-to-text,transformers,1,0,1
TIGER-Lab/VLM2Vec-Full,TIGER-Lab,text-generation,transformers,3,0,0
mistralai/Ministral-3-3B-Instruct-2512,mistralai,unknown,vllm,1,-1,1
openai-community/gpt2-medium,openai-community,text-generation,transformers,3,0,0
aubmindlab/bert-base-arabertv02,aubmindlab,fill-mask,transformers,3,0,0
jhu-clsp/mmBERT-base,jhu-clsp,fill-mask,transformers,0,-1,0
deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,deepseek-ai,text-generation,transformers,2,0,0
sakamakismile/Qwen3.6-27B-Text-NVFP4-MTP,sakamakismile,text-generation,transformers,1,0,1
nvidia/Kimi-K2.7-Code-NVFP4,nvidia,text-generation,Model Optimizer,1,0,1
sentence-transformers/msmarco-bert-base-dot-v5,sentence-transformers,sentence-similarity,sentence-transformers,3,0,0
Qwen/Qwen2.5-VL-72B-Instruct,Qwen,image-text-to-text,transformers,2,0,0
jinaai/jina-embeddings-v4,jinaai,visual-document-retrieval,transformers,3,0,0
nvidia/MiniMax-M3-NVFP4,nvidia,text-generation,missing,1,0,1
NbAiLab/nb-wav2vec2-1b-nynorsk,NbAiLab,automatic-speech-recognition,transformers,3,0,0
boboliu/Qwen3-Embedding-4B-W4A16-G128,boboliu,feature-extraction,sentence-transformers,3,0,0
jonatasgrosman/wav2vec2-large-xlsr-53-finnish,jonatasgrosman,automatic-speech-recognition,transformers,3,0,0
google/siglip2-so400m-patch16-256,google,zero-shot-image-classification,transformers,3,0,0
boboliu/Qwen3-Reranker-4B-W4A16-G128,boboliu,text-classification,transformers,3,0,0
Snowflake/snowflake-arctic-embed-s,Snowflake,sentence-similarity,sentence-transformers,3,0,0
m-a-p/MERT-v1-330M,m-a-p,audio-classification,transformers,3,0,0
laion/clap-htsat-unfused,laion,feature-extraction,transformers,3,0,0
Qwen/Qwen3-30B-A3B-Instruct-2507-FP8,Qwen,text-generation,transformers,2,0,0
nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-FP8,nvidia,text-generation,transformers,2,0,1
lmstudio-community/Qwen3.6-35B-A3B-MLX-4bit,lmstudio-community,image-text-to-text,transformers,1,0,1
Qwen/Qwen3-Reranker-8B,Qwen,text-ranking,transformers,2,0,0
google/gemma-4-12B-it-qat-q4_0-unquantized,google,any-to-any,transformers,1,0,1
mistralai/Mistral-7B-v0.1,mistralai,text-generation,transformers,2,0,0
nvidia/Kimi-K2.6-NVFP4,nvidia,text-generation,Model Optimizer,1,0,1
arijitx/wav2vec2-xls-r-300m-bengali,arijitx,automatic-speech-recognition,transformers,3,0,0
j-hartmann/emotion-english-distilroberta-base,j-hartmann,text-classification,transformers,3,0,0
LiquidAI/LFM2.5-1.2B-Instruct,LiquidAI,text-generation,transformers,1,0,1
littlejohn-ai/bge-m3-spa-law-qa,littlejohn-ai,sentence-similarity,sentence-transformers,3,0,0
Freepik/nsfw_image_detector,Freepik,image-classification,transformers,3,0,0
NbAiLab/nb-wav2vec2-1b-bokmaal-v2,NbAiLab,automatic-speech-recognition,transformers,3,0,0
unsloth/gpt-oss-20b-GGUF,unsloth,text-generation,transformers,2,0,0
meta-llama/Llama-3.3-70B-Instruct,meta-llama,text-generation,transformers,2,0,0
lmstudio-community/gemma-4-12B-it-QAT-GGUF,lmstudio-community,unknown,missing,1,0,1
cardiffnlp/twitter-roberta-base-sentiment,cardiffnlp,text-classification,transformers,3,0,0
Orion-zhen/Qwen2.5-Coder-7B-Instruct-AWQ,Orion-zhen,text-generation,transformers,3,0,0
mixedbread-ai/mxbai-rerank-xsmall-v1,mixedbread-ai,text-ranking,transformers,3,0,0
sonoisa/sentence-bert-base-ja-mean-tokens-v2,sonoisa,feature-extraction,sentence-transformers,3,0,0
neuralmind/bert-base-portuguese-cased,neuralmind,fill-mask,transformers,3,0,0
black-forest-labs/FLUX.1-dev,black-forest-labs,text-to-image,diffusers,4,0,0
microsoft/Phi-4-multimodal-instruct,microsoft,automatic-speech-recognition,transformers,2,0,0
MiniMaxAI/MiniMax-M3-MXFP8,MiniMaxAI,image-text-to-text,transformers,1,0,1
yikuan8/Clinical-Longformer,yikuan8,fill-mask,transformers,3,0,0
nguyenvulebinh/wav2vec2-base-vi-vlsp2020,nguyenvulebinh,automatic-speech-recognition,transformers,3,0,0
QuantTrio/Qwen3-VL-32B-Instruct-AWQ,QuantTrio,image-text-to-text,transformers,3,0,0
xlnet/xlnet-base-cased,xlnet,text-generation,transformers,3,0,0
Synaptics/yolo,Synaptics,unknown,missing,4,0,0
facebook/VGGT-1B,facebook,image-to-3d,missing,4,0,0
segment-any-text/sat-3l-sm,segment-any-text,token-classification,transformers,0,-1,0
microsoft/Phi-3-mini-4k-instruct,microsoft,text-generation,transformers,2,0,0
AbelZimba/whisper-bemba-stt,AbelZimba,automatic-speech-recognition,transformers,3,0,0
shibing624/macbert4csc-base-chinese,shibing624,text-generation,transformers,3,0,0
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,deepseek-ai,text-generation,transformers,2,0,0
fastino/gliner2-base-v1,fastino,unknown,gliner2,4,0,0
timm/wide_resnet50_2.racm_in1k,timm,image-classification,timm,4,0,0
timm/vit_base_patch14_dinov2.lvd142m,timm,image-feature-extraction,timm,4,0,0
NousResearch/Hermes-3-Llama-3.1-8B,NousResearch,text-generation,transformers,3,0,0
E-MIMIC/inclusively-classification,E-MIMIC,text-classification,transformers,3,0,0
Salesforce/blip-vqa-base,Salesforce,visual-question-answering,transformers,3,0,0
Systran/faster-whisper-medium,Systran,automatic-speech-recognition,ctranslate2,0,1,0
meta-llama/Llama-3.2-3B,meta-llama,text-generation,transformers,2,0,0
nomic-ai/nomic-embed-vision-v1.5,nomic-ai,image-feature-extraction,transformers,3,0,0
allenai/OLMo-2-0425-1B,allenai,text-generation,transformers,3,0,0
Qwen/Qwen3-4B-AWQ,Qwen,text-generation,transformers,2,0,0
classla/wav2vec2-xls-r-parlaspeech-hr,classla,automatic-speech-recognition,transformers,3,0,0
thenlper/gte-base,thenlper,sentence-similarity,sentence-transformers,3,0,0
speakleash/Bielik-11B-v3.0-Instruct,speakleash,text-generation,transformers,1,0,1
Qwen/Qwen2.5-Coder-7B-Instruct-GPTQ-Int4,Qwen,text-generation,transformers,2,0,0
trl-internal-testing/tiny-random-LlamaForCausalLM,trl-internal-testing,text-generation,transformers,3,0,0
ncbi/MedCPT-Cross-Encoder,ncbi,text-classification,transformers,3,0,0
lmstudio-community/Qwen3.6-35B-A3B-MLX-8bit,lmstudio-community,image-text-to-text,transformers,1,0,1
sgl-project/DeepSeek-V4-Flash-FP8,sgl-project,unknown,missing,1,0,1
timm/vit_base_patch16_224.augreg2_in21k_ft_in1k,timm,image-classification,timm,4,0,0
usyd-community/vitpose-plus-base,usyd-community,keypoint-detection,transformers,3,0,0
unslothai/lambda,unslothai,feature-extraction,transformers,3,0,0
lmstudio-community/Qwen3.6-35B-A3B-MLX-6bit,lmstudio-community,image-text-to-text,transformers,1,0,1
facebook/dino-vitb16,facebook,image-feature-extraction,transformers,3,0,0
google/flan-t5-large,google,unknown,transformers,2,0,0
cyankiwi/Qwen3.6-27B-AWQ-BF16-INT4,cyankiwi,image-text-to-text,transformers,1,0,1
google/gemma-4-E2B-it-qat-w4a16-ct,google,any-to-any,transformers,1,0,1
google/gemma-3-270m-it,google,text-generation,transformers,2,0,0
handy-computer/parakeet-tdt-0.6b-v3-gguf,handy-computer,automatic-speech-recognition,transcribe.cpp,1,-1,1
Salesforce/blip2-opt-2.7b,Salesforce,image-text-to-text,transformers,3,0,0
Qwen/Qwen2.5-72B-Instruct,Qwen,text-generation,transformers,2,0,0
microsoft/wavlm-large,microsoft,feature-extraction,transformers,3,0,0
EleutherAI/pythia-70m,EleutherAI,unknown,gpt-neox,4,0,0
cyankiwi/Qwen3-Coder-30B-A3B-Instruct-AWQ-4bit,cyankiwi,text-generation,transformers,1,0,1
mistralai/Voxtral-Mini-3B-2507,mistralai,unknown,mistral-common,4,0,0
openbmb/MiniCPM-V-4_5,openbmb,image-text-to-text,transformers,2,0,0
mradermacher/UI-TARS-1.5-7B-GGUF,mradermacher,unknown,transformers,3,0,0
ibm-granite/granite-speech-3.3-2b,ibm-granite,automatic-speech-recognition,transformers,3,0,1
zed-industries/zeta,zed-industries,unknown,missing,4,0,0
deepseek-ai/deepseek-coder-7b-instruct-v1.5,deepseek-ai,text-generation,transformers,3,0,0
unsloth/gemma-4-E4B-it-GGUF,unsloth,image-text-to-text,missing,1,0,1
huihui-ai/Huihui-DeepSeek-V4-Flash-abliterated-ds4-GGUF,huihui-ai,unknown,transformers,1,0,1
nvidia/Nemotron-3-Nano-Omni-30B-A3B-Reasoning-BF16,nvidia,any-to-any,transformers,1,0,1
gagan3012/wav2vec2-xlsr-nepali,gagan3012,automatic-speech-recognition,transformers,3,0,0
ibm-granite/granite-speech-4.1-2b,ibm-granite,automatic-speech-recognition,transformers,1,0,1
openai/privacy-filter,openai,token-classification,transformers,2,0,0
microsoft/deberta-base,microsoft,fill-mask,transformers,3,0,0
RedHatAI/diffusiongemma-26B-A4B-it-NVFP4,RedHatAI,unknown,missing,1,0,1
Alibaba-NLP/gte-multilingual-reranker-base,Alibaba-NLP,text-ranking,sentence-transformers,0,1,0
LGAI-EXAONE/EXAONE-3.5-7.8B-Instruct,LGAI-EXAONE,text-generation,transformers,3,0,0
HuggingFaceTB/SmolLM2-360M-Instruct,HuggingFaceTB,text-generation,transformers,3,0,0
unsloth/gemma-4-E4B-it-unsloth-bnb-4bit,unsloth,image-text-to-text,missing,1,0,1
flair/ner-english-fast,flair,token-classification,flair,4,0,0
zai-org/GLM-5.1-FP8,zai-org,text-generation,transformers,1,0,1
RedHatAI/Qwen2.5-72B-Instruct-FP8-dynamic,RedHatAI,unknown,missing,3,0,0
OpenGVLab/InternVL3-1B,OpenGVLab,image-text-to-text,transformers,3,0,0
Kijai/WanVideo_comfy_fp8_scaled,Kijai,unknown,diffusion-single-file,4,0,1
deepset/roberta-base-squad2,deepset,question-answering,transformers,3,0,0
deepseek-ai/DeepSeek-V2-Lite,deepseek-ai,text-generation,transformers,2,0,0
HauhauCS/Qwen3.5-9B-Uncensored-HauhauCS-Aggressive,HauhauCS,unknown,missing,1,-1,1
emrecan/bert-base-turkish-cased-mean-nli-stsb-tr,emrecan,sentence-similarity,sentence-transformers,3,0,0
mpoyraz/wav2vec2-xls-r-300m-cv7-turkish,mpoyraz,automatic-speech-recognition,transformers,3,0,0
bkai-foundation-models/vietnamese-bi-encoder,bkai-foundation-models,sentence-similarity,generic,4,0,0
ku-nlp/deberta-v2-large-japanese-char-wwm,ku-nlp,fill-mask,transformers,3,0,0
PaddlePaddle/en_PP-OCRv5_mobile_rec,PaddlePaddle,image-to-text,PaddleOCR,4,0,0
RedHatAI/Meta-Llama-3.1-8B-Instruct-FP8,RedHatAI,text-generation,transformers,3,0,0
maci0/Qwopus3.6-27B-Coder-NVFP4,maci0,image-text-to-text,transformers,1,0,1
sakamakismile/Ornith-1.0-35B-NVFP4,sakamakismile,image-text-to-text,transformers,1,0,1
MilaNLProc/xlm-emo-t,MilaNLProc,text-classification,transformers,3,0,0
zai-org/GLM-4.5-Air,zai-org,text-generation,transformers,2,0,0
unsloth/gemma-4-31B-it-GGUF,unsloth,image-text-to-text,missing,1,0,1
NousResearch/Meta-Llama-3.1-8B-Instruct,NousResearch,text-generation,transformers,3,0,0
SG161222/Realistic_Vision_V5.1_noVAE,SG161222,text-to-image,diffusers,4,0,0
ncbi/MedCPT-Query-Encoder,ncbi,feature-extraction,transformers,3,0,0
TitanML/tiny-mixtral,TitanML,text-generation,transformers,3,0,0
google-bert/bert-base-german-cased,google-bert,fill-mask,transformers,3,0,0
handy-computer/whisper-medium-gguf,handy-computer,automatic-speech-recognition,transcribe.cpp,1,-1,1
unsloth/Qwen3-VL-32B-Instruct-bnb-4bit,unsloth,image-text-to-text,transformers,3,0,0
lmstudio-community/Qwen3.5-9B-GGUF,lmstudio-community,unknown,missing,1,0,1
Qwen/Qwen2.5-Coder-7B-Instruct-AWQ,Qwen,text-generation,transformers,2,0,0
microsoft/llmlingua-2-bert-base-multilingual-cased-meetingbank,microsoft,token-classification,transformers,3,0,0
timm/resnet34.a1_in1k,timm,image-classification,timm,4,0,0
timm/convnext_tiny.in12k_ft_in1k,timm,image-classification,timm,4,0,0
Qwen/Qwen3.5-9B-Base,Qwen,image-text-to-text,transformers,2,0,0
Mia-AiLab/Gemmable-4-12B-MTP-GGUF,Mia-AiLab,unknown,gguf,1,0,1
meta-llama/Llama-4-Scout-17B-16E-Instruct,meta-llama,image-text-to-text,transformers,2,0,0
google/medgemma-1.5-4b-it,google,image-text-to-text,transformers,2,0,0
saattrupdan/wav2vec2-xls-r-300m-ftspeech,saattrupdan,automatic-speech-recognition,transformers,3,0,0
typhoon-ai/typhoon2.5-qwen3-4b,typhoon-ai,text-generation,transformers,1,0,0
kha-white/manga-ocr-base,kha-white,image-to-text,transformers,3,0,0
Qwen/Qwen2.5-32B-Instruct-GPTQ-Int4,Qwen,text-generation,transformers,2,0,0
google/gemma-3n-E2B-it,google,image-text-to-text,transformers,2,0,0
emilyalsentzer/Bio_Discharge_Summary_BERT,emilyalsentzer,fill-mask,transformers,3,0,0
tencent/HunyuanOCR,tencent,image-text-to-text,transformers,1,0,1
deepseek-ai/deepseek-coder-6.7b-instruct,deepseek-ai,text-generation,transformers,3,0,0
tabularisai/multilingual-sentiment-analysis,tabularisai,text-classification,transformers,3,-1,0
unslothai/vram-16,unslothai,feature-extraction,transformers,3,0,0
OpenGVLab/InternVL3-78B-AWQ,OpenGVLab,image-text-to-text,transformers,3,0,0
chopratejas/technique-router-onnx,chopratejas,unknown,missing,1,0,1
prajjwal1/bert-medium,prajjwal1,unknown,transformers,3,0,0
deepseek-ai/DeepSeek-V4-Flash-DSpark,deepseek-ai,text-generation,transformers,1,0,1
empero-ai/Qwythos-9B-v2-GGUF,empero-ai,image-text-to-text,gguf,1,-1,1
facebook/sam-vit-huge,facebook,mask-generation,transformers,3,0,0
cyankiwi/Devstral-Small-2-24B-Instruct-2512-AWQ-4bit,cyankiwi,unknown,vllm,1,-1,1
Arunavaonly/Bangla-twoclass-Sentiment-Analyzer,Arunavaonly,text-classification,transformers,3,0,0
stepfun-ai/GOT-OCR2_0,stepfun-ai,image-text-to-text,missing,4,0,0
kernels-community/flash-attn3,kernels-community,unknown,kernels,4,-1,1
facebook/esm2_t12_35M_UR50D,facebook,fill-mask,transformers,3,0,0
nvidia/Cosmos-Reason2-2B,nvidia,image-text-to-text,cosmos,4,0,1
trl-internal-testing/tiny-Glm4MoeForCausalLM,trl-internal-testing,text-generation,transformers,1,0,1
eddiegulay/wav2vec2-large-xlsr-mvc-swahili,eddiegulay,automatic-speech-recognition,transformers,3,0,0
intfloat/e5-mistral-7b-instruct,intfloat,feature-extraction,sentence-transformers,4,0,0
mlabonne/Qwen3-30B-A3B-abliterated,mlabonne,text-generation,transformers,3,0,0
cyankiwi/Qwen3.5-27B-AWQ-4bit,cyankiwi,image-text-to-text,transformers,1,0,1
Qwen/Qwen3-14B-FP8,Qwen,text-generation,transformers,2,0,0
trl-internal-testing/tiny-NemotronHForCausalLM-nano,trl-internal-testing,text-generation,transformers,1,0,1
hubertsiuzdak/snac_24khz,hubertsiuzdak,unknown,transformers,3,0,0
meta-llama/Llama-3.1-405B-FP8,meta-llama,text-generation,transformers,2,0,0
Marqo/marqo-fashionSigLIP,Marqo,zero-shot-image-classification,open_clip,4,0,0
1-800-BAD-CODE/xlm-roberta_punctuation_fullstop_truecase,1-800-BAD-CODE,unknown,generic,4,-1,0
microsoft/Phi-4-mini-instruct,microsoft,text-generation,transformers,2,0,0
TimKond/S-PubMedBert-MedQuAD,TimKond,sentence-similarity,sentence-transformers,3,0,0
unsloth/gemma-4-E2B-it-GGUF,unsloth,image-text-to-text,missing,1,0,1
dots-studio/dots.ocr,dots-studio,image-text-to-text,dots_ocr,4,0,0
Helsinki-NLP/opus-mt-de-en,Helsinki-NLP,translation,transformers,3,0,0
mistralai/Mistral-Nemo-Instruct-2407,mistralai,unknown,vllm,4,0,0
facebook/fasttext-language-identification,facebook,text-classification,fasttext,4,0,0
Qwen/Qwen3-Omni-30B-A3B-Thinking,Qwen,any-to-any,transformers,2,0,0
FremyCompany/BioLORD-2023,FremyCompany,sentence-similarity,sentence-transformers,3,0,0
zai-org/chatglm2-6b,zai-org,unknown,transformers,2,0,0
fastino/gliner2-large-v1,fastino,unknown,gliner2,4,0,0
facebook/esm2_t36_3B_UR50D,facebook,fill-mask,transformers,3,0,0
Xenova/bge-small-en-v1.5,Xenova,feature-extraction,transformers.js,4,0,0
facebook/wav2vec2-xlsr-53-espeak-cv-ft,facebook,automatic-speech-recognition,transformers,3,0,0
amazon/chronos-t5-large,amazon,time-series-forecasting,chronos-forecasting,4,0,0
microsoft/trocr-base-printed,microsoft,image-to-text,transformers,3,0,0
dascim/juribert-base,dascim,fill-mask,transformers,3,0,0
google/siglip2-so400m-patch16-naflex,google,zero-shot-image-classification,transformers,3,0,0
microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract-fulltext,microsoft,fill-mask,transformers,3,0,0
Jonjew/GetphatFLUXRealityNSFW,Jonjew,text-to-image,diffusers,4,0,0
SmilingWolf/wd-swinv2-tagger-v3,SmilingWolf,unknown,timm,4,0,0
deepreinforce-ai/Ornith-1.0-397B,deepreinforce-ai,text-generation,transformers,1,0,1
m3hrdadfi/wav2vec2-large-xlsr-lithuanian,m3hrdadfi,automatic-speech-recognition,transformers,3,0,0
nvidia/Nemotron-Labs-Diffusion-8B-Base,nvidia,text-generation,transformers,1,0,1
unslothai/other,unslothai,feature-extraction,transformers,3,0,0
NeoQuasar/Kronos-mini,NeoQuasar,time-series-forecasting,missing,4,0,0
gravitee-io/bert-small-pii-detection,gravitee-io,token-classification,missing,4,0,1
CompVis/stable-diffusion-v1-4,CompVis,text-to-image,diffusers,4,0,0
circulus/koelectra-polite-v1,circulus,text-classification,transformers,3,0,0
unsloth/Qwen2.5-3B-Instruct-unsloth-bnb-4bit,unsloth,text-generation,transformers,3,0,0
obi/deid_roberta_i2b2,obi,token-classification,transformers,3,0,0
Intel/Qwen3.6-27B-int4-AutoRound,Intel,unknown,missing,1,0,1
jason9693/Qwen2.5-1.5B-apeach,jason9693,text-classification,transformers,3,0,0
lightx2v/Qwen-Image-Lightning,lightx2v,text-to-image,diffusers,4,0,0
snunlp/KR-SBERT-Medium-klueNLI-klueSTS,snunlp,sentence-similarity,sentence-transformers,3,0,0
VoVanPhuc/sup-SimCSE-VietNamese-phobert-base,VoVanPhuc,sentence-similarity,transformers,3,0,0
SulphurAI/Sulphur-2-base,SulphurAI,text-to-video,diffusers,4,-1,0
bartowski/Qwen_Qwen3.6-35B-A3B-GGUF,bartowski,image-text-to-text,missing,1,0,1
BAAI/bge-base-en,BAAI,feature-extraction,transformers,3,0,0
PaddlePaddle/UVDoc,PaddlePaddle,image-to-text,PaddleOCR,4,0,0
handy-computer/Voxtral-Mini-4B-Realtime-2602-gguf,handy-computer,automatic-speech-recognition,transcribe.cpp,1,-1,1
Zyphra/Zamba2-1.2B-instruct,Zyphra,text-generation,transformers,3,0,0
Qwen/Qwen3-8B-Base,Qwen,text-generation,transformers,2,0,0
unsloth/Qwen2.5-14B-Instruct,unsloth,text-generation,transformers,3,0,0
softcatala/wav2vec2-large-xlsr-catala,softcatala,automatic-speech-recognition,transformers,3,0,0
AngelSlim/Hy3-GGUF,AngelSlim,text-generation,missing,1,-1,1
MoritzLaurer/mDeBERTa-v3-base-mnli-xnli,MoritzLaurer,zero-shot-classification,transformers,3,0,0
Qwen/Qwen3-TTS-12Hz-0.6B-Base,Qwen,text-to-speech,missing,2,0,0
laion/CLIP-ViT-B-16-laion2B-s34B-b88K,laion,zero-shot-image-classification,open_clip,4,0,0
Comfy-Org/HunyuanVideo_1.5_repackaged,Comfy-Org,unknown,diffusion-single-file,4,0,1
lmstudio-community/Qwen3.6-27B-GGUF,lmstudio-community,unknown,missing,1,0,1
microsoft/swinv2-tiny-patch4-window16-256,microsoft,image-classification,transformers,3,0,0
Snowflake/snowflake-arctic-embed-m,Snowflake,sentence-similarity,sentence-transformers,3,0,0
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,deepseek-ai,text-generation,transformers,2,0,0
MCG-NJU/videomae-base,MCG-NJU,video-classification,transformers,3,0,0
Lightricks/LTX-2,Lightricks,image-to-video,diffusers,4,-1,0
HuggingFaceTB/SmolVLM-500M-Instruct,HuggingFaceTB,image-text-to-text,transformers,3,0,0
trl-internal-testing/tiny-Qwen3_5ForConditionalGeneration-NoThink,trl-internal-testing,image-text-to-text,transformers,1,0,1
cyankiwi/GLM-4.7-Flash-AWQ-4bit,cyankiwi,text-generation,transformers,1,0,1
laion/CLIP-ViT-H-14-laion2B-s32B-b79K,laion,zero-shot-image-classification,open_clip,4,0,0
IlyaGusev/saiga_llama3_8b,IlyaGusev,text-generation,transformers,3,0,0
trl-internal-testing/tiny-RemoteForCausalLM,trl-internal-testing,text-generation,transformers,1,0,1
unsloth/gemma-4-26B-A4B-it-qat-GGUF,unsloth,image-text-to-text,transformers,1,0,1
Comfy-Org/flux1-dev,Comfy-Org,unknown,diffusion-single-file,4,0,1
ibm-granite/granite-timeseries-ttm-r2,ibm-granite,time-series-forecasting,granite-tsfm,4,0,0
NeoQuasar/Kronos-Tokenizer-2k,NeoQuasar,time-series-forecasting,torch,4,0,0
dccuchile/bert-base-spanish-wwm-uncased,dccuchile,fill-mask,transformers,3,0,0
zai-org/GLM-4.1V-9B-Thinking,zai-org,image-text-to-text,transformers,1,0,1
Babelscape/wikineural-multilingual-ner,Babelscape,token-classification,transformers,3,0,0
Qwen/Qwen3-ForcedAligner-0.6B,Qwen,automatic-speech-recognition,missing,2,0,0
nvidia/Qwen3-VL-235B-A22B-Instruct-NVFP4-MLPerf-Inference-Closed-V6.1-FP8-KV,nvidia,unknown,missing,1,-1,1
cross-encoder/stsb-roberta-large,cross-encoder,text-ranking,sentence-transformers,3,0,0
google/gemma-4-E4B-it-qat-w4a16-ct,google,any-to-any,transformers,1,0,1
julien-c/dummy-unknown,julien-c,fill-mask,transformers,3,0,0
trl-internal-testing/tiny-Qwen3_5MoeForConditionalGeneration-3.6,trl-internal-testing,image-text-to-text,transformers,1,0,1
Qwen/Qwen-Image-Edit-2509,Qwen,image-to-image,diffusers,4,-1,0
trl-internal-testing/tiny-Cohere2ForCausalLM,trl-internal-testing,text-generation,transformers,1,0,1
Revai/reverb-diarization-v1,Revai,automatic-speech-recognition,pyannote-audio,4,0,0
ibm-granite/granite-docling-258M,ibm-granite,image-text-to-text,transformers,2,0,0
black-forest-labs/FLUX.1-Fill-dev,black-forest-labs,unknown,diffusers,4,0,0
timm/vit_tiny_r_s16_p8_224.augreg_in21k,timm,image-classification,timm,4,0,0
FluidInference/parakeet-tdt-0.6b-v3-coreml,FluidInference,automatic-speech-recognition,nemo,4,-1,0
OrdalieTech/Solon-embeddings-large-0.1,OrdalieTech,feature-extraction,transformers,3,0,0
Qwen/Qwen3.5-397B-A17B,Qwen,image-text-to-text,transformers,2,0,0
GSAI-ML/LLaDA-8B-Instruct,GSAI-ML,text-generation,transformers,3,0,0
yuxinlu1/gemma-4-12B-agentic-fable5-composer2.5-v2-3.5x-tau2-GGUF,yuxinlu1,text-generation,gguf,1,-1,1
coolthor/Huihui-Qwen3.6-35B-A3B-abliterated-FP8-DYNAMIC,coolthor,image-text-to-text,missing,1,-1,1
trl-internal-testing/tiny-Gemma3ForConditionalGeneration,trl-internal-testing,image-text-to-text,transformers,1,0,0
nvidia/Nemotron-3-Embed-1B-BF16,nvidia,sentence-similarity,sentence-transformers,1,-1,1
Vikhrmodels/Vikhr-Nemo-12B-Instruct-R-21-09-24,Vikhrmodels,text-generation,transformers,3,0,0
nvidia/NVIDIA-Nemotron-Nano-12B-v2,nvidia,text-generation,transformers,2,0,0
deepvk/USER-bge-m3,deepvk,sentence-similarity,sentence-transformers,3,0,0
